date,candle_idx,signal,quantity,entry_price,entry_cost,status
2020-10-12,633,1,1,329.14,0.16457,entry
2020-10-13,634,1,1,301.29,0.150645,entry
2020-10-14,635,1,1,301.73,0.150865,entry
2020-10-15,636,1,1,301.29,0.150645,entry
2020-10-16,637,1,1,295.85,0.147925,entry
2020-10-19,638,1,1,298.58,0.14929,entry
2020-10-20,639,1,1,301.21,0.150605,entry
2020-10-21,640,1,1,296.3,0.14815,entry
2020-10-22,641,1,1,296.42,0.14821,entry
2020-10-23,642,1,1,298.12,0.14906,entry
2020-10-26,643,1,1,303.75,0.151875,entry
2020-10-27,644,1,1,304.05,0.15202500000000002,entry
2020-10-28,645,1,1,304.01,0.152005,entry
2020-10-29,646,1,1,310.76,0.15538,entry
2020-10-30,647,1,1,309.92,0.15496000000000001,entry
2020-11-02,648,1,1,275.26,0.13763,entry
2020-11-03,649,1,1,277.08,0.13854,entry
2020-11-05,650,1,1,277.2,0.1386,entry
2020-11-06,651,1,1,285.02,0.14251,entry
2020-11-09,652,1,1,291.84,0.14592,entry
2020-11-11,653,1,1,312.44,0.15622,entry
2020-11-12,654,1,1,336.26,0.16813,entry
2020-11-13,655,1,1,310.2,0.1551,entry
2020-11-16,656,1,1,306.34,0.15317,entry
2020-11-17,657,1,1,303.75,0.151875,entry
2020-11-18,658,1,1,302.46,0.15123,entry
2020-11-19,659,1,1,304.12,0.15206,entry
2020-11-20,660,1,1,305.35,0.152675,entry
2020-11-23,661,1,1,305.58,0.15278999999999998,entry
2020-11-24,662,1,1,305.59,0.152795,entry
2020-11-25,663,1,1,302.35,0.151175,entry
2020-11-26,664,1,1,308.66,0.15433000000000002,entry
2020-11-27,665,1,1,308.1,0.15405000000000002,entry
2020-11-30,666,1,1,306.27,0.153135,entry
2020-12-02,667,1,1,279.1,0.13955,entry
2020-12-03,668,1,1,275.28,0.13763999999999998,entry
2020-12-08,669,1,1,270.66,0.13533,entry
2020-12-10,670,1,1,299.76,0.14987999999999999,entry
2020-12-11,671,1,1,312.55,0.156275,entry
2020-12-14,672,1,1,327.83,0.163915,entry
2020-12-15,673,1,1,331.95,0.165975,entry
2020-12-16,674,1,1,326.47,0.16323500000000002,entry
2020-12-17,675,1,1,324.49,0.162245,entry
2020-12-21,676,1,1,326.19,0.163095,entry
2020-12-22,677,1,1,329.61,0.164805,entry
2020-12-23,678,1,1,331.14,0.16557,entry
2020-12-24,679,1,1,330.36,0.16518000000000002,entry
2020-12-25,680,1,1,331.53,0.165765,entry
2020-12-28,681,1,1,327.71,0.163855,entry
2020-12-29,682,1,1,331.53,0.165765,entry
2020-12-30,683,1,1,333.18,0.16659000000000002,entry
2020-12-31,684,1,1,333.38,0.16669,entry
2021-01-01,685,1,1,335.94,0.16797,entry
2021-01-04,686,1,1,327.49,0.163745,entry
2021-01-06,687,1,1,328.16,0.16408,entry
2021-01-07,688,1,1,325.74,0.16287000000000001,entry
2021-01-11,689,1,1,342.03,0.171015,entry
2021-01-13,690,1,1,328.57,0.164285,entry
2021-01-14,691,1,1,329.33,0.164665,entry
2021-01-15,692,1,1,330.1,0.16505,entry
2021-01-18,693,1,1,329.12,0.16456,entry
2021-01-19,694,1,1,329.32,0.16466,entry
2021-01-20,695,1,1,329.38,0.16469,entry
2021-01-21,696,1,1,330.28,0.16513999999999998,entry
2021-01-22,697,1,1,329.9,0.16494999999999999,entry
2021-01-25,698,1,1,329.0,0.1645,entry
2021-01-26,699,1,1,330.15,0.165075,entry
2021-01-27,700,1,1,331.38,0.16569,entry
2021-01-28,701,1,1,334.06,0.16703,entry
2021-01-29,702,1,1,331.89,0.165945,entry
2021-02-02,703,1,1,332.86,0.16643000000000002,entry
2021-02-03,704,1,1,325.31,0.162655,entry
2021-02-04,705,1,1,325.57,0.162785,entry
2021-02-08,706,1,1,327.96,0.16398,entry
2021-02-09,707,1,1,339.65,0.169825,entry
2021-02-15,708,1,1,327.57,0.163785,entry
2021-02-16,709,1,1,327.3,0.16365000000000002,entry
2021-02-17,710,1,1,326.47,0.16323500000000002,entry
2021-02-18,711,1,1,329.34,0.16466999999999998,entry
2021-02-19,712,1,1,329.65,0.164825,entry
2021-02-22,713,1,1,325.77,0.162885,entry
2021-02-23,714,1,1,323.74,0.16187,entry
2021-02-24,715,1,1,323.66,0.16183000000000003,entry
2021-02-25,716,1,1,323.78,0.16188999999999998,entry
2021-02-26,717,1,1,322.2,0.1611,entry
2021-03-02,718,1,1,334.11,0.167055,entry
2021-03-03,719,1,1,327.52,0.16376,entry
2021-03-05,720,1,1,329.91,0.16495500000000002,entry
2021-03-08,721,1,1,327.23,0.163615,entry
2021-03-09,722,1,1,341.35,0.17067500000000002,entry
2021-03-15,723,1,1,329.79,0.164895,entry
2021-03-16,724,1,1,329.83,0.164915,entry
2021-03-17,725,1,1,329.23,0.164615,entry
2021-03-18,726,1,1,327.67,0.163835,entry
2021-03-19,727,1,1,329.34,0.16466999999999998,entry
2021-03-22,728,1,1,329.3,0.16465000000000002,entry
2021-03-23,729,1,1,326.87,0.163435,entry
2021-03-24,730,1,1,326.76,0.16338,entry
2021-03-25,731,1,1,329.74,0.16487000000000002,entry
2021-03-26,732,1,1,328.72,0.16436,entry
2021-03-29,733,1,1,329.39,0.164695,entry
2021-03-30,734,1,1,332.09,0.166045,entry
2021-03-31,735,1,1,329.72,0.16486,entry
2021-04-01,736,1,1,336.9,0.16845,entry
2021-04-02,737,1,1,332.66,0.16633,entry
2021-04-05,738,1,1,330.55,0.165275,entry
2021-04-06,739,1,1,329.4,0.16469999999999999,entry
2021-04-08,740,1,1,330.4,0.16519999999999999,entry
2021-04-13,741,1,1,326.9,0.16344999999999998,entry
2021-04-14,742,1,1,325.42,0.16271000000000002,entry
2021-04-30,754,1,1,329.85,0.16492500000000002,entry
2021-05-03,755,1,1,329.62,0.16481,entry
2021-05-04,756,1,1,327.91,0.16395500000000002,entry
2021-05-05,757,1,1,331.17,0.165585,entry
2021-05-07,758,1,1,326.34,0.16316999999999998,entry
2021-05-13,759,1,1,324.2,0.1621,entry
2021-05-26,768,1,1,330.77,0.165385,entry
2021-05-27,769,1,1,328.98,0.16449000000000003,entry
2021-05-28,770,1,1,329.31,0.164655,entry
2021-05-31,771,1,1,329.91,0.16495500000000002,entry
2021-06-03,772,1,1,329.78,0.16488999999999998,entry
2021-06-04,773,1,1,328.24,0.16412000000000002,entry
2021-06-07,774,1,1,326.47,0.16323500000000002,entry
2021-06-08,775,1,1,331.64,0.16582,entry
2021-06-09,776,1,1,342.04,0.17102,entry
2021-06-10,777,1,1,347.84,0.17392,entry
2021-06-14,778,1,1,325.94,0.16297,entry
2021-06-21,783,1,1,329.65,0.164825,entry
2021-08-04,812,1,1,327.95,0.163975,entry
2021-08-06,813,1,1,328.91,0.16445500000000002,entry
2021-08-09,814,1,1,341.15,0.170575,entry
2021-08-10,815,1,1,354.83,0.177415,entry
2021-08-13,816,1,1,337.04,0.16852,entry
2021-08-16,817,1,1,336.85,0.16842500000000002,entry
2021-08-17,818,1,1,333.88,0.16694,entry
2021-08-18,819,1,1,333.58,0.16679,entry
2021-08-19,820,1,1,336.96,0.16848,entry
2021-08-20,821,1,1,336.07,0.168035,entry
2021-08-23,822,1,1,335.2,0.1676,entry
2021-08-24,823,1,1,332.53,0.166265,entry
2021-08-25,824,1,1,333.53,0.166765,entry
2021-08-26,825,1,1,337.91,0.16895500000000002,entry
2021-08-27,826,1,1,338.88,0.16944,entry
2021-08-30,827,1,1,341.24,0.17062000000000002,entry
2021-08-31,828,1,1,341.95,0.170975,entry
2021-09-02,829,1,1,333.04,0.16652,entry
2021-09-03,830,1,1,329.63,0.164815,entry
2021-09-06,831,1,1,327.45,0.163725,entry
2021-09-07,832,1,1,326.85,0.16342500000000001,entry
2021-09-08,833,1,1,331.15,0.165575,entry
2021-09-09,834,1,1,341.44,0.17072,entry
2021-09-13,835,1,1,338.81,0.169405,entry
2021-09-14,836,1,1,340.23,0.17011500000000002,entry
2021-09-15,837,1,1,340.75,0.170375,entry
2021-09-16,838,1,1,340.09,0.170045,entry
2021-09-17,839,1,1,339.51,0.169755,entry
2021-09-20,840,1,1,339.49,0.169745,entry
2021-09-21,841,1,1,341.97,0.17098500000000003,entry
2021-09-22,842,1,1,343.06,0.17153000000000002,entry
2021-09-23,843,1,1,343.14,0.17157,entry
2021-09-24,844,1,1,341.73,0.17086500000000002,entry
2021-09-27,845,1,1,341.81,0.170905,entry
2021-09-28,846,1,1,343.89,0.171945,entry
2021-09-29,847,1,1,340.11,0.170055,entry
2021-09-30,848,1,1,341.89,0.17094499999999999,entry
2021-10-05,849,1,1,326.98,0.16349000000000002,entry
2021-10-06,850,1,1,328.2,0.1641,entry
2021-10-08,851,1,1,333.32,0.16666,entry
2021-10-13,852,1,1,354.28,0.17714,entry
2021-10-14,853,1,1,352.84,0.17642,entry
2021-10-15,854,1,1,352.21,0.17610499999999998,entry
2021-10-18,855,1,1,352.01,0.176005,entry
2021-10-19,856,1,1,350.28,0.17514,entry
2021-10-20,857,1,1,348.52,0.17426,entry
2021-10-21,858,1,1,343.26,0.17163,entry
2021-10-22,859,1,1,337.94,0.16897,entry
2021-10-25,860,1,1,342.08,0.17104,entry
2021-10-26,861,1,1,340.98,0.17049,entry
2021-10-27,862,1,1,336.75,0.168375,entry
2021-10-28,863,1,1,335.43,0.167715,entry
2021-10-29,864,1,1,335.69,0.167845,entry
2021-11-01,865,1,1,334.72,0.16736,entry
