date,fwd_20d,BB03,PB07,BB04,BB01,BB03_score,PB07_score,BB04_score,BB01_score,BB03_return,PB07_return,BB04_return,BB01_return,mean_reversion_score,mean_reversion_return,bb01_projection_from_mr,bb01_orthogonal_residual
2018-03-16,-0.05932822197882437,0,0.02439,0,0,0.35842238355926587,-0.8338299084922977,-0.3356473787250415,-0.2339355818046613,-0.021264562733983455,0.04946964590361384,0.019913362191609794,0.013878982126052373,-0.36551517013475604,0.021685365150382562,-0.023380715072983234,0.035144882048229645
2018-03-19,-0.06631039371796277,0,0.02513,0,0,0.35842238355926587,-0.8577676092145646,-0.3356473787250415,-0.2339355818046613,-0.023767129371145584,0.05687890788553341,0.022256909833659664,0.015512360534107778,-0.37630308684997626,0.024952805846306665,-0.02719274102737743,0.040590286410679244
2018-03-20,-0.06697091124962895,0,0.00662,0,0,0.35842238355926587,0.09375599449554536,-0.3356473787250415,-0.2339355818046613,-0.02400387363922806,-0.006278924386481869,0.022478610811765352,0.015666879087170286,0.052516602580027966,-0.0035170847305190877,0.007425555278726765,0.006126508657637556
2018-03-21,-0.062444444444444525,0,0.00818,0,0,0.35842238355926587,-0.015958467148178106,-0.3356473787250415,-0.2339355818046613,-0.022381486617811964,0.0009965176152529009,0.020959314093719286,0.01460797744157998,0.0030719843019351967,-0.0001918283530763981,0.0032806414220537703,0.009212520868720243
2018-03-22,-0.060005911912503596,0,0.00943,0,0,0.35842238355926587,-0.07979233574088976,-0.3356473787250415,-0.2339355818046613,-0.021507461975326884,0.0047880118697607435,0.020140827041437576,0.014037517914970786,-0.02569579360531871,0.0015418995276026276,0.0011177674637083412,0.010804935300456479
2018-03-23,-0.07573213952620783,0,0.00147,0,0,0.35842238355926587,0.37502397798218184,-0.3356473787250415,-0.2339355818046613,-0.0271440939610263,-0.028401368226220088,0.025419294117210767,0.017716442121375218,0.17927462398386582,-0.013576850837054571,0.019852443095579778,-0.0042508161250105255
2018-03-26,-0.0754040161236641,0,0.00592,0,0,0.35842238355926587,0.1296625455789458,-0.3356473787250415,-0.2339355818046613,-0.027026487188985,-0.00977707667747016,0.02530916035724862,0.017639682382297423,0.06869847765285836,-0.005180141116607309,0.009639323610622254,0.005885543620869203
2018-03-27,-0.08540873663222781,0,0.02649,0,0,0.35842238355926587,-0.9136222442331874,-0.3356473787250415,-0.2339355818046613,-0.030612402960508676,0.07803132163905721,0.028667218570824694,0.019980142495261304,-0.40147489251882346,0.03428946335959216,-0.038105008779145196,0.055970336123600535
2018-03-28,-0.10137749014787223,0,0.02853,0,0,0.35842238355926587,-0.9934145799740771,-0.3356473787250415,-0.2339355818046613,-0.03633596165805636,0.10070987679407463,0.034027088829857034,0.02371580213963881,-0.43743461490289093,0.044346023362656105,-0.04996368368822071,0.07156467067705355
2018-03-29,0.02881791483113072,0,0.02842,0,0,0.35842238355926587,-0.9894249631870325,-0.3356473787250415,-0.2339355818046613,0.010328985722981791,-0.028513164320918553,-0.009672657573390524,-0.006741535672417743,-0.43563662878368753,-0.012554139265609218,0.01622366754261323,-0.02508001836583694
2018-04-04,0.03240154913915405,0,-0.0178,0,0,0.35842238355926587,1.1370407843076786,-0.3356473787250415,-0.2339355818046613,0.011613440473468274,0.03684188284596751,-0.010875495035187683,-0.007579875249240326,0.5226899727517098,0.016935964836657616,-0.019701332125312138,0.010006641725265846
2018-04-05,-0.007486631016042966,0,-0.00081,0,0,0.35842238355926587,0.5346086494639611,-0.3356473787250415,-0.2339355818046613,-0.0026833761335988485,-0.004002417696521733,0.002512868076016416,0.0017513893824948339,0.25119406875200057,-0.0018805973061647567,0.004079137476057853,-0.004442563244368985
2018-04-06,0.011663794140045702,0,0.00054,0,0,0.35842238355926587,0.43885784657489346,-0.3356473787250415,-0.2339355818046613,0.004180564897019778,0.005118747579193318,-0.00391492192909484,-0.0027285764682013908,0.20804240189111964,0.002426563748058674,-0.0015929206898280493,-0.0032504709291793074
2018-04-09,0.004383867368085603,0,0.00783,0,0,0.35842238355926587,0.00398961678704443,-0.3356473787250415,-0.2339355818046613,0.0015712761912769274,1.7489950843890608e-05,-0.0014714335907761796,-0.001025542563307575,0.012061914897952095,5.287783511775778e-05,0.0014582552101365543,-0.004598612924250095
2018-04-10,-0.026267124580141243,0,0.0051,0,0,0.35842238355926587,0.17554313862995743,-0.3356473787250415,-0.2339355818046613,-0.009414725401262406,-0.004611013491582097,0.008816491511968515,0.006144815070990862,0.08937531802369716,-0.0023476326129181963,0.005075341358002829,-0.001045341437817933
2018-04-12,0.023816759097470053,0,-0.02049,0,0,0.35842238355926587,1.1889058025392572,-0.3356473787250415,-0.2339355818046613,0.008536459564372045,0.028315883088661786,-0.007994032760791608,-0.005571587396168117,0.5460637923013538,0.013005469793092266,-0.014728184346401442,0.00704178179942736
2018-04-13,0.06348157362774054,0,-0.03644,0,0,0.35842238355926587,1.4362620433360151,-0.3356473787250415,-0.2339355818046613,0.022753216931747797,0.09117617465276431,-0.021307423785491837,-0.014850598860480927,0.6575389316919628,0.04174160610530919,-0.05056012754787127,0.03359471353658438
2018-04-16,0.05191152998403892,0,-0.01977,0,0,0.35842238355926587,1.1749421437846013,-0.3356473787250415,-0.2339355818046613,0.018606254311087526,0.0609930443265853,-0.01742396896474906,-0.012143953969186265,0.5397708408841418,0.02802033019106703,-0.03361882787480707,0.019360058754814842
2018-04-17,0.05456360634335522,0,-0.02829,0,0,0.35842238355926587,1.3085943061505916,-0.3356473787250415,-0.2339355818046613,0.019556817841174856,0.07140162458395694,-0.018314131442932226,-0.012764368995293311,0.6000033758774549,0.032738348006061645,-0.03941377701812677,0.024534592872027493
2018-04-18,0.046102166106799514,0,-0.03762,1,0,0.35842238355926587,1.468178977632371,3.0442436675061906,-0.2339355818046613,0.016524048263244284,0.06768623110131866,0.14034622722894294,-0.010784937050649281,2.195126052915265,0.10120006591686273,-0.023040690461243303,0.010140938259788056
2018-04-19,0.05178508993434594,0,-0.03681,0,0,0.35842238355926587,1.4482308936971486,-0.3356473787250415,-0.2339355818046613,0.01856093536709922,0.07499676707580503,-0.017381529693503747,-0.012114375142597928,0.6629328900495729,0.034330039331653,-0.041284966763953095,0.0270557764705492
2018-04-20,0.05387863622145783,0,-0.03837,0,0,0.35842238355926587,1.4961062951416824,-0.3356473787250415,-0.2339355818046613,0.019311309217417513,0.08060816682457173,-0.0180842230170124,-0.012604130111308436,0.6845087234800132,0.0368803965027941,-0.044432526040896266,0.029713580778781862
2018-04-23,0.0550013909311291,0,-0.05628,1,0,0.35842238355926587,1.655690966623462,3.0442436675061906,-0.2339355818046613,0.01971372963661028,0.09106530611639606,0.1674376360461222,-0.012866782387539308,2.2796314005178235,0.12538289783875814,-0.03345072582941765,0.01846912829107238
2018-04-24,0.04489989337756195,0,-0.04815,0,0,0.35842238355926587,1.5958467148177946,-0.3356473787250415,-0.2339355818046613,0.016093126805942652,0.0716533473422515,-0.01507053151721252,-0.010503682680247215,0.7294583764600976,0.03275260332642783,-0.03921058609225799,0.02659208826120481
2018-04-25,0.04949638023292424,0,-0.04178,1,0,0.35842238355926587,1.5360024630121274,3.0442436675061906,-0.2339355818046613,0.01774061058064044,0.07602656194795641,0.1506790420885582,-0.01157896450701387,2.225691816941722,0.11016368845265549,-0.026695312390538985,0.013001532732719149
2018-04-26,0.05522261995736644,0,-0.06437,1,0,0.35842238355926587,1.6876079009198177,3.0442436675061906,-0.2339355818046613,0.019793023071506762,0.09319412974954401,0.16811111110831375,-0.012918535728504219,2.2940152894714507,0.1266815345068699,-0.03455723649626263,0.01952388561695245
2018-04-27,0.05297535564015221,0,-0.05373,1,0,0.35842238355926587,1.647711733049373,3.0442436675061906,-0.2339355818046613,0.018987553238443155,0.08728811505074208,0.16126989094142172,-0.012392820642987853,2.2760354282794166,0.12057378626268825,-0.0319272263597502,0.017419590565956378
2018-04-30,0.06011813253499487,0,-0.04344,1,0,0.35842238355926587,1.5399920797991717,3.0442436675061906,-0.2339355818046613,0.02154768435832471,0.09258144795620901,0.18301424427195603,-0.014063770311583764,2.2274898030609256,0.13391252720076635,-0.03290360813663513,0.016725022674245398
2018-05-01,-0.0388235294117647,0,-0.00626,0,0,0.35842238355926587,0.8318351000987755,-0.3356473787250415,-0.2339355818046613,-0.013915221949947968,-0.03229477447442304,0.013031015879913375,0.009082204940651557,0.3851440346326518,-0.01495265075632648,0.020682413190376666,-0.013715023400531075
2018-05-03,-0.01578472639807571,0,-0.01019,0,0,0.35842238355926587,0.9575080288906767,-0.3356473787250415,-0.2339355818046613,-0.0056575992594291614,-0.015114002260000104,0.005298102039406078,0.0036926091535612374,0.441780597387558,-0.0069733858577410435,0.010458432181977199,-0.008880638179221927
2018-05-04,-0.0030768061991947038,0,0.00731,0,0,0.35842238355926587,0.05186501823157836,-0.3356473787250415,-0.2339355818046613,-0.001102796211665291,-0.00015957860961626663,0.0010327219356046603,0.0007197744483088017,0.03363774832839261,-0.00010349683258374965,0.0018185639384120293,-0.003213604640909193
2018-05-07,-0.03339443691719135,0,0.00239,0,0,0.35842238355926587,0.3391174268987814,-0.3356473787250415,-0.2339355818046613,-0.011969313677479266,-0.011324635520091605,0.011208755215254032,0.007812147029262219,0.1630927489110354,-0.0054463905151609,0.009004310630638696,-0.0033069787521824425
2018-05-09,0.016343730308758797,0,0.0206,0,0,0.35842238355926587,-0.6622763866493846,-0.3356473787250415,-0.2339355818046613,0.005857958773515144,-0.010824066653256807,-0.005485730236723904,-0.003823380058637966,-0.28820176700901096,-0.004710291954503013,0.0069746521110948525,-0.012912847320538785
2018-05-10,0.030613432662088158,0,0.00592,0,0,0.35842238355926587,0.1296625455789458,-0.3356473787250415,-0.2339355818046613,0.01097253950367672,0.003969415607875994,-0.01027531842680546,-0.007161571180843415,0.06869847765285836,0.0021030962196137474,-0.001632181648966354,-0.007644204682683026
2018-05-11,-0.02426765687708643,0,0.01071,0,0,0.35842238355926587,-0.14163139594007929,-0.3356473787250415,-0.2339355818046613,-0.008698071421283728,0.003437062119696616,0.008145375418592787,0.005677068430577104,-0.05356457845297096,0.0012998868106624763,0.000596402457331448,0.00296585082243969
2018-05-14,-0.0393555300986661,0,0.01999,0,0,0.35842238355926587,-0.6263698355659846,-0.3356473787250415,-0.2339355818046613,-0.014105902904202335,0.024651116916513643,0.013209580515951752,0.009206658830862314,-0.27201989193618076,0.010705487044530263,-0.010491175840121669,0.017583019520178017
2018-05-15,-0.029901782466351334,1,0.03385,0,0,-2.808861128301187,-1.1370407843076786,-0.3356473787250415,-0.2339355818046613,0.08398995443665225,0.03399954618773771,0.010036454904037232,0.00699509087826232,-1.9295502814961365,0.057696992775184454,-0.01728054440680862,0.022160820134264975
2018-05-16,-0.0334008829702539,1,0.04417,0,0,-2.808861128301187,-1.3325320068728586,-0.3356473787250415,-0.2339355818046613,0.09381844182608326,0.04450774561567791,0.0112109188160676,0.00781365499043575,-2.0176516013371013,0.0673913450110059,-0.023069188125059783,0.028768027964689566
2018-05-17,-0.03848246345798101,1,0.03456,0,0,-2.808861128301187,-1.1609784850299456,-0.3356473787250415,-0.2339355818046613,0.10809189572839373,0.044677312125667036,0.012916537986553523,0.009002417478319405,-1.9403381982113566,0.07466899380879324,-0.023209602191589688,0.030097204519103127
2018-05-18,-0.014240506329113889,1,0.01976,0,0,-2.808861128301187,-0.598442518056673,-0.3356473787250415,-0.2339355818046613,0.03999960467517503,0.008522124465996905,0.00477978862108444,0.0033313611332942195,-1.6868221554036809,0.02402120158011565,-0.0031786771679847095,0.004395223150472963
2018-05-21,0.0002589044642526961,0,0.01828,0,0,0.35842238355926587,-0.4947124815935163,-0.3356473787250415,-0.2339355818046613,9.279715519158608e-05,-0.0001280832700060911,-8.690060476662866e-05,-6.0566966476778595e-05,-0.21268635000246938,-5.506544550125074e-05,0.001683580928112806,-0.00385896304539555
2018-05-22,0.020903700367784994,0,0.01322,0,0,0.35842238355926587,-0.2752835583060697,-0.3356473787250415,-0.2339355818046613,0.0074923541110302,-0.0057544450190077515,-0.007016272234100719,-0.004890119307408096,-0.11379711344628397,-0.002378780762199957,0.004036803711676148,-0.011041738169890208
2018-05-24,0.004049949375632744,0,-0.00211,0,0,0.35842238355926587,0.6024321348437174,-0.3356473787250415,-0.2339355818046613,0.0014515925085086488,0.0024398196483714145,-0.001359354891900249,-0.0009474272634680709,0.2817598327784579,0.001141113058839502,0.00014319870641238194,-0.0032054411206864186
2018-05-25,0.013637050468419343,0,-0.00517,0,0,0.35842238355926587,0.7660064231125414,-0.3356473787250415,-0.2339355818046613,0.004887824133608864,0.010446068251119107,-0.004577240243266052,-0.003190191335429208,0.35547726366579624,0.004847661384986073,-0.004580628847511393,-0.0007243776387237805
2018-05-28,-0.003593217801399984,0,0.00276,0,0,0.35842238355926587,0.3191693429635588,-0.3356473787250415,-0.2339355818046613,-0.001287889689025367,-0.0011468449647977963,0.0012060541362280614,0.0008405814969213712,0.15410281831501846,-0.0005537249900154317,0.002377569823994745,-0.0036518034778793397
2018-05-29,0.011386572222856994,0,-0.01317,0,0,0.35842238355926587,1.0412899814186112,-0.3356473787250415,-0.2339355818046613,0.004081202356686132,0.011856723578360434,-0.0038218731192653193,-0.0026637243977148464,0.479538305890829,0.005460297553652414,-0.005273892715630601,0.0004953531671097891
2018-05-30,0.06152849740932642,0,-0.01118,0,0,0.35842238355926587,0.9894249631870325,-0.3356473787250415,-0.2339355818046613,0.02205319069827089,0.060877831284176225,-0.02065187887233092,-0.014393704839017373,0.45616448634118495,0.028067115416070317,-0.033895142758128265,0.017386622768304924
2018-05-31,-0.018322369643587244,0,-0.01339,0,0,0.35842238355926587,1.0572484485667888,-0.3356473787250415,-0.2339355818046613,-0.0065671474001084765,-0.019371296879749842,0.0061498553429013315,0.004286254202612647,0.4867302503676423,-0.008918051563951708,0.012879948399587848,-0.010708509347781166
2018-06-04,-0.019823954258200382,0,0.00134,0,0,0.35842238355926587,0.39098244513035973,-0.3356473787250415,-0.2339355818046613,-0.007105348936794039,-0.007750818108023592,0.006653858282730084,0.0046375282730611,0.18646656846067924,-0.0036965047238480954,0.006567776662654747,-0.004045063540399613
2018-06-06,-0.044735216921414134,0,-0.01291,1,0,0.35842238355926587,1.0173522806963442,3.0442436675061906,-0.2339355818046613,-0.016034103078014058,-0.04551147496244636,-0.13618490082753076,0.010465158997668745,1.991953621445284,-0.08911047735275124,0.014507516813484214,-0.006157172966621435
2018-06-07,0.07481017385170752,0,-0.01716,1,0,0.35842238355926587,1.1210823171595008,3.0442436675061906,-0.2339355818046613,0.026813640826412074,0.08386836304877736,0.2277403980130978,-0.017500761544907057,2.038701260544572,0.1525155957330347,-0.024175407801893513,0.004559831106180488
