date,PB01,PB02,PB03,PB04,PB05,PB06,PB07,PB08,BB01,BB02,BB03,BB04,BB05,BB06,BB07,VB01,VB02,VB03,VB04,VB05,open,close,fwd_1d,fwd_3d,fwd_5d,fwd_10d,fwd_20d
2018-04-23,0,1,0,0,0,0,-0.05628,-0.00941,0,1,0,1,0,-1.00868,0.01937,1,0,0,0,0.10045,255.76,251.47,0.00600087429956675,-0.015419465087628592,0.002622898700472831,0.0030600484838851916,0.0550013909311291
2018-04-24,0,1,0,0,0,0,-0.04815,-0.01141,0,0,0,0,0,-0.79621,0.01733,0,0,0,0,-0.06942,251.63,253.14,0.004620305650989254,-0.012676223196303682,-0.018481222603956793,-0.0047782648185443755,0.04489989337756195
2018-04-25,0,1,0,0,0,0,-0.04178,-0.01281,0,0,0,1,0,-0.6515,0.01659,0,0,0,0,-0.33018,253.23,254.4,-0.025220333648095727,-0.007357570034623895,0.10265187283600885,0.015147938306578457,0.04949638023292424
2018-04-26,0,1,0,0,0,0,-0.06437,-0.01591,0,0,0,1,0,-0.9698,0.01856,1,0,0,0,1.85247,254.16,247.75,0.005590636689056128,-0.0003217632626794087,0.08289426054780202,0.08406065237501492,0.05522261995736644
2018-04-27,0,1,0,0,0,0,-0.05373,-0.01758,0,0,0,1,0,-0.73374,0.01852,0,0,0,0,-0.49833,248.63,250.02,0.010979763574433976,0.12302143858946102,0.04123422159887791,0.09625325586054889,0.05297535564015221
2018-04-30,0,1,0,0,1,0,-0.04344,-0.01841,0,0,0,1,0,-0.53638,0.01906,1,1,1,0,1.64549,249.55,252.29,0.005542519621328568,0.08924670280767044,0.021118213447689937,0.11983170159398004,0.06011813253499487
2018-05-01,0,1,1,0,1,0,-0.00626,-0.0164,0,0,0,0,0,0.13192,0.0195,1,1,0,0,0.44117,247.18,248.55,-0.0008912655971479166,-0.07365418894830666,-0.10153297682709439,-0.020891265597148045,-0.0388235294117647
2018-05-03,0,1,1,0,1,0,-0.01019,-0.01492,0,0,0,0,0,0.09457,0.01885,1,1,0,0,0.92117,280.5,280.25,0.011876127480457077,-0.05141310883944672,-0.030329224293445534,0.018227600721587578,-0.01578472639807571
2018-05-04,0,1,1,0,1,0,0.00731,-0.01284,0,0,0,0,0,0.47129,0.01784,1,1,1,0,1.14204,266.08,269.24,-0.01299095950771112,-0.042695434171541424,0.023816759097470053,0.028412975765403026,-0.0030768061991947038
2018-05-07,0,1,1,0,1,0,0.00239,-0.01153,0,0,0,0,0,0.44069,0.01716,0,1,0,0,-0.42861,263.26,259.84,0.0058181238543077995,0.028174065513668634,0.09018091974177089,0.07412130389734606,-0.03339443691719135
2018-05-09,0,1,1,0,1,1,0.0206,-0.00749,0,0,0,0,0,0.8911,0.01701,0,1,0,0,-0.40087,250.94,252.4,-0.0074826717076244,0.06147605545053558,0.09010712035286716,0.045486767485822366,0.016343730308758797
2018-05-10,0,1,1,0,1,0,0.00592,-0.00653,0,0,0,0,0,0.55183,0.01831,0,1,0,0,-0.09392,253.92,252.02,0.0010864082567025868,0.06145966709346973,0.06561129864586968,0.02665580258409972,0.030613432662088158
2018-05-11,0,1,1,0,1,0,0.01071,-0.00526,0,0,0,0,0,0.60798,0.01685,0,1,0,0,-0.48244,257.73,258.01,0.010952327369565973,0.03822062188214992,0.016203443231686654,0.00048760361576838385,-0.02426765687708643
2018-05-14,0,1,1,0,1,1,0.01999,-0.00357,0,0,0,0,0,0.75387,0.01734,0,1,0,0,-0.44711,266.61,269.53,0.010938250618971912,0.014892280403532743,0.0004803961420494218,-0.030486678245445487,-0.0393555300986661
2018-05-15,0,1,1,0,1,1,0.03385,-0.00128,0,0,1,0,0,0.91373,0.01803,0,1,0,0,-0.23257,270.61,273.57,0.006911604219716372,-0.01444161513277542,-0.01949799927246254,-0.04412513641324112,-0.029901782466351334
2018-05-16,1,1,1,0,1,1,0.04417,0.00133,0,0,1,0,0,0.95783,0.01687,0,1,0,0,-0.24297,274.9,276.8,-0.0061518419338495445,-0.020264891076210323,-0.03933560107114409,-0.051747846855322965,-0.0334008829702539
2018-05-17,1,1,1,0,1,0,0.03456,0.00316,0,0,1,0,0,0.73005,0.01705,0,1,0,0,-0.43463,276.34,274.64,-0.017337057052700167,-0.02237858619564015,-0.04029596314968609,-0.022124696238801533,-0.03848246345798101
2018-05-18,1,1,1,0,1,0,0.01976,0.00402,0,0,1,0,0,0.46766,0.01805,1,0,0,0,1.00211,275.71,270.93,-0.00375331174565785,-0.02314542243155715,-0.018472181336473326,-0.036355607889314134,-0.014240506329113889
2018-05-21,1,1,1,1,1,0,0.01828,0.00469,0,0,0,0,0,0.41354,0.01547,0,0,0,0,-0.40862,271.76,270.74,-0.0030698672189961584,-0.021341125124828886,-0.02962606798091505,-0.029293190812590186,0.0002589044642526961
2018-05-22,1,1,1,1,0,0,0.01322,0.00502,0,0,0,0,0,0.30522,0.01462,0,0,0,0,-0.56486,270.37,269.54,-0.003715379419049536,0.001050814381145404,-0.013848232380094583,-0.0896945132477669,0.020903700367784994
2018-05-24,1,1,0,1,0,0,-0.00211,0.00421,0,0,0,0,0,-0.04055,0.01497,0,0,0,0,-0.39193,266.46,265.47,-0.007762402969962889,-0.01616229797127533,-0.017362282971462806,-0.03224959688003903,0.004049949375632744
2018-05-25,1,1,0,0,0,0,-0.00517,0.00352,0,0,0,0,1,-0.19056,0.01542,0,0,0,0,-0.29219,266.67,264.6,0.007630704140223488,-0.0073662737987308935,0.018472348141432393,0.0033998186763370963,0.013637050468419343
2018-05-28,1,1,0,1,0,0,0.00276,0.00332,0,0,0,0,1,-0.08119,0.01528,0,0,0,1,-0.2805,264.72,266.74,-0.018003518359097193,-0.019201257626230483,-0.019800127259797184,-0.02631283452483446,-0.003593217801399984
2018-05-29,1,1,0,0,0,0,-0.01317,0.00227,0,0,0,0,1,-0.57309,0.01586,1,0,0,0,0.0127,267.17,262.36,0.0006854792642523311,0.026733691305838247,-0.0005331505388628255,-0.010015613694352443,0.011386572222856994
2018-05-30,1,1,0,0,0,0,-0.01118,0.00139,0,0,0,0,1,-0.57989,0.01461,0,0,0,0,-0.46853,262.59,262.77,-0.001676318195672044,-0.002285888448643747,-0.07589149649497107,0.016001219140505896,0.06152849740932642
2018-05-31,1,1,0,0,0,0,-0.01339,0.00047,0,0,0,0,1,-0.69174,0.01511,0,0,0,1,-0.36073,262.48,262.04,0.002006912699297647,-0.024603263091388827,-0.04088155498569146,-0.007284349797450407,-0.018322369643587244
2018-06-04,0,1,0,0,0,0,0.00134,-0.0004,0,0,0,0,1,-0.20957,0.01384,1,0,0,1,0.0592,269.07,269.61,-0.014896178152271955,-0.08757147156184164,-0.0008275654529038556,-0.002783629250676878,-0.019823954258200382
2018-06-06,0,1,0,0,0,0,-0.01291,-0.00104,0,0,0,1,1,-0.59297,0.01481,0,0,0,0,-0.09471,265.84,261.88,0.013007565230816809,-0.0038984097576038046,0.004091400339663487,0.03400494055890069,-0.044735216921414134
2018-06-07,0,1,0,0,0,0,-0.01716,-0.00196,0,0,0,1,1,-0.67778,0.01417,0,0,0,0,-0.14636,259.08,262.45,0.006431268412099067,0.10211194556242487,0.07862744284469514,0.12211111572133948,0.07481017385170752
2018-06-08,0,1,0,0,0,0,-0.03506,-0.00393,0,1,0,1,0,-1.01952,0.01513,1,0,0,0,0.1231,241.01,242.56,-0.0009677918860327983,0.007045524930318958,0.032362960668937735,0.05307370703004022,0.032362960668937735
2018-06-11,0,1,0,0,0,0,-0.01638,-0.00446,0,0,0,0,0,-0.51865,0.01591,1,0,0,0,0.37425,258.32,258.07,0.0018481499641684884,-0.019499867989288378,0.007468034549089175,0.009881944706370493,-0.04213027571380068
2018-06-12,0,1,0,0,0,0,-0.01128,-0.00468,0,0,0,0,1,-0.36586,0.01513,0,0,0,0,-0.2411,265.13,265.62,-0.0031422440220723047,0.021919068056407198,0.015864500306560503,0.028241876149601497,-0.051425505824647444
2018-06-13,0,1,0,0,0,0,-0.01564,-0.00519,0,0,0,0,1,-0.4705,0.01513,0,0,0,1,-0.17219,260.96,260.14,-0.014631187931165246,0.012470623910241896,0.015427185202031568,0.009059207035099659,-0.08520961261466142
2018-06-15,0,1,0,0,1,0,-0.01572,-0.00514,0,0,0,0,1,-0.47266,0.01673,1,1,0,1,0.13822,263.82,259.96,0.027154026884412374,0.02106844355428894,0.04163617455609914,0.022917228363440234,-0.08331086546238875
2018-06-18,0,1,1,0,1,0,0.00934,-0.00399,0,0,0,0,1,0.52921,0.01733,1,1,1,1,2.40145,259.63,266.68,0.005533805149827042,0.008470109923204294,0.024055112181900373,0.04890076795663312,-0.07596747477789478
2018-06-19,0,1,1,1,1,1,0.01053,-0.003,0,0,0,0,1,0.65412,0.01821,0,1,0,0,-0.16692,265.64,267.11,-0.004543577034283319,0.015508242274041573,0.005407232173031407,-0.008148398482970998,-0.08606511208741696
2018-06-20,0,1,1,0,1,0,0.00281,-0.00257,0,0,0,0,1,0.35284,0.01807,0,1,0,1,-0.51358,266.31,265.1,0.010791231181375815,0.02641210429008045,0.012451420593895035,-0.016828283590536897,-0.10961023280383353
2018-06-21,0,1,1,1,1,1,0.01284,-0.00156,0,0,0,0,1,0.75937,0.01804,1,1,0,1,0.24068,265.03,267.89,0.009971243978040834,-7.469096612755521e-05,-0.005825895357956412,-0.0757366396534338,-0.11730216230346924
2018-06-22,0,1,1,1,1,1,0.02158,-0.00017,0,0,0,0,1,0.99392,0.0181,1,1,0,0,0.00758,267.77,270.44,0.003837779991881396,-0.009815860363851181,-0.019963836303922733,-0.044097568175947455,-0.1267205431934758
2018-06-25,1,1,1,1,1,1,0.02647,0.00135,1,0,0,0,1,1.05218,0.0176,0,1,0,1,-0.10682,270.99,272.03,-0.010934210040264403,-0.0166229544531048,0.02925639983746442,-0.014886779210224854,-0.0982601307672416
2018-06-27,1,1,1,1,1,0,0.00929,0.00248,0,0,0,0,1,0.41293,0.01764,1,1,0,1,0.25752,270.71,267.75,0.00336536663799869,-0.006917698089219715,-0.012302284710017597,-0.05036832068204766,-0.08645252963392291
2018-06-28,1,1,1,1,1,0,0.01103,0.00287,0,0,0,0,1,0.43811,0.01679,0,1,0,1,-0.37358,267.43,268.33,-0.008196415930852186,0.03807607764241272,-0.029209045862672922,-0.07775418203494666,-0.07134607503446233
2018-06-29,1,1,1,0,0,0,0.00292,0.00279,0,0,0,0,1,0.16377,0.01633,0,0,0,0,-0.12522,268.41,266.21,0.0489355819740116,0.043248153560567104,-0.022512737469884248,-0.046802796318969886,-0.030135471385125734
2018-07-02,1,1,0,0,0,0,-0.00744,0.00211,0,0,0,0,1,-0.15676,0.01651,0,0,0,0,-0.25104,253.19,265.58,-0.0031483667847304053,-0.06776143966226611,-0.07323530464026318,-0.1485098923115452,-0.10761690100533072
2018-07-03,1,1,0,0,0,0,-0.01701,0.00092,0,0,0,0,1,-0.4395,0.01723,1,0,0,0,0.3696,279.51,278.63,-0.0012855414398065257,-0.06423926194797336,0.008318209316394487,-0.0719147005444647,0.0074107683000603775
2018-07-05,0,1,0,0,0,0,-0.01904,-0.00078,0,0,0,0,1,-0.53635,0.01646,1,0,0,0,0.05092,264.48,264.14,-0.0035945088141944304,-0.00944514550112796,-0.028870788879966303,-0.06928989331191926,0.07556116400902457
2018-07-06,0,1,0,0,0,0,-0.00883,-0.00121,0,0,0,0,1,-0.31221,0.01526,0,0,0,1,-0.26623,261.51,260.57,-0.01126603012264793,0.06539890535735693,-0.01106627781550884,-0.05724901122607973,0.020574487635332206
2018-07-09,0,1,1,0,1,0,0.00668,-0.00069,0,0,0,0,1,0.20191,0.01541,1,1,0,1,0.68803,250.31,247.49,0.0020502108235658234,-0.01760086650419701,-0.06641909403891533,-0.08568333913581672,-0.06684460949286297
